"Log Id"	"Internal Case"	"After Work"	"Holiday"	"Status"	"Customer"	"Time"	"Requestor"	"Submitted Date"	"Time"	"Subject"	"Problem Description"	"Module"	"Application_Form"	"Program Group"	"Type"	"Problem"	"Error Type"	"C(problemStatic)"	"Cause"	"Solution"	"Solution By"	"Responsible"	"Time"	"Projected Date"	"Closed  By"	"Closed Date"	"Submitted Date"	"Closed"	"Remark"	"Record By"	"Severity "	"Support  Type"	"LogType"	"Mail"	"Time"	"Time"	"Time"	"How To Check"	"Current Solution"	"C(longtermsolutionStatic)"	"Closed"	"Severity "	"Severity Days"	"SLA"	"PK Manday"	"LogDate"	
"CCH2602002"	0	0	0	"999-Closed"	"CCH"	"CCH_LIVE"	"K.Paisan"	"04/02/2026"	"11:50"	"CO Line จำนวน บรรทัด ไม่สัมพันธ์ กับ Invoice"	""	"DO"	"PPCC_Delivery Orders"	"Delivery Order"	"Standard"	"User Key ไป 7 รายการ แต่ DO ออก เป็น 8 โดยแตก รายการ ที่ วงไว้ ในรูป เป็น 2 รายการ ไม่ทราบสาเหตุ ว่าแตกทำไม รบกวน ช่วยเช็ค ให้ที ครับ"	"Knowledge"	""	"CO CN69020012 Line #5 Qty Ordered = 2 CRTและมีการแบ่งตัด Stock ครั้งละ 1 CRT จึงทำให้เกิด Transaction 2 รายการ ซึ่ง DO จะดึงข้อมูลตาม Transaction ที่ตัด Stock"	""	""	"J3"	"04/02/2026"	"09/02/2026"	"J3"	"09/02/2026"	"0901"	3	""	"J6"	"Standard"	""	""	"MAIL"	"04/02/2026"	"J6"	"12:15"	""	""	""	3	"Standard"	"3 Days"	Pass	0.00	"04/02/2026"	
"CCH2603001"	0	0	0	"999-Closed"	"CCH"	"CCH_LIVE"	"K.Paisan"	"06/03/2026"	"16:45"	"Project Invoice Miles."	""	"PJC"	"PPCC_Project Invoice Milestone Lines"	"Project Invoice Milestone Lines"	"Customized"	"User ทางฝั่ง CCH แจ้ง มาว่า ทำ Project Invoice Miles. ที่จะหักมัดจำที่เป็น Include Vat  เข้ามา ไม่ได้ ฟ้องดังรูป ตั้งแต่ทำมา ยังไม่เคยมี Case ทำ Invlude Vat เลยไม่แน่ใจ ว่าเกิดจาก  User หรือ ไม่เข้าใจระบบ ว่าต้อง Set อย่างไร  รบกวน
ช่วยชี้แนะ ด้วยครับ"	"Knowledge"	""	"ยอดเงิน Advance Payments Deduction มากกว่ายอดเงิน Invoiced To Date"	"ยอดเงิน Invoiced To Date ของ Project 2512000009 จะเป็น 35,046.73 ดังนั้นเมื่อทำรายการข้อมูล Invoice หักเงินมัดจำ Field Adv. Pay Deduct Amt จะต้องคีย์ยอดเงิน 35,046.73"	""	"J3"	"06/03/2026"	"11/03/2026"	"J3"	"09/03/2026"	"0844"	1	""	"sa"	"Standard"	""	""	"MAIL"	"06/03/2026"	"J3"	"18:45"	""	"ยอดเงิน Invoiced To Date ของ Project 2512000009 จะเป็น 35,046.73 ดังนั้นเมื่อทำรายการข้อมูล Invoice หักเงินมัดจำ Field Adv. Pay Deduct Amt จะต้องคีย์ยอดเงิน 35,046.73"	"ยอดเงิน Invoiced To Date ของ Project 2512000009 จะเป็น 35,046.73 ดังนั้นเมื่อทำรายการข้อมูล Invoice หักเงินมัดจำ Field Adv. Pay Deduct Amt จะต้องคีย์ยอดเงิน 35,046.73"	1	"Standard"	"3 Days"	Pass	0.00	"06/03/2026"	
"CCH2603002"	0	0	0	"999-Closed"	"CCH"	"CCH_LIVE"	"K.Pornnipa"	"12/03/2026"	"11:05"	"INV COSOLIDATED INVOICE GENERATION ไม่ได้"	""	"DO"	"Consolidate Invoice Generations"	"Consolidate Invoice Generations"	"Customized"	"กบกวนดู inv. ให้ด้วยนะคะ ทางเรา Consolidated Invoice Generation (C22)  ไม่ได้ค่ะ

J6901201  1,632.00  114.24  1,746.24  VAT7%"	"Customized Bug"	""	"Do Invoice กับ Invoice Freq. เป็นค่าว่าง"	"คีย์ค่า DO Invoice กับ Invoice Freq. ตามที่กำหนดไว้ที่หน้าจอ Customers"	""	"J3"	"12/03/2026"	"17/03/2026"	"J3"	"16/03/2026"	"0852"	2	""	"J6"	"Standard"	""	""	"MAIL"	"12/03/2026"	"J6"	"11:10"	""	"คีย์ค่า DO Invoice กับ Invoice Freq. ตามที่กำหนดไว้ที่หน้าจอ Customers"	"คีย์ค่า DO Invoice กับ Invoice Freq. ตามที่กำหนดไว้ที่หน้าจอ Customers"	2	"Standard"	"3 Days"	Pass	0.00	"12/03/2026"	
"CCH2603003"	0	0	0	"999-Closed"	"CCH"	"CCH_C22"	"K.Paisan"	"16/03/2026"	"10:35"	"User NIPAPORN เปิดบิลไม่ได้"	""	"DO"	"PPCC_Delivery Order Line Sequences"	"Delivery Order Line Sequences"	"Customized"	"User : nioaporn เปิด บิล ไม่ไดเ้ เป็น อยู๋คนเดียว รบกวน ช่วย แก้ไขด้วยครับ"	"Knowledge"	""	"ข้อมูล Field Customer ไม่มีข้อมูล จึงทำให้ User เจอแจ้งเตือนว่า Order is not a valid เนื่องจากข้อมูล Field Order ถูกดึงมาด้วยเงื่อนไข Customer"	"เบื้องต้นลบ Form User nipaporn ออก"	""	"J3"	"16/03/2026"	"19/03/2026"	"J3"	"16/03/2026"	"1429"	1	""	"sa"	"Standard"	""	""	"MAIL"	"16/03/2026"	"J3"	"10:45"	""	"เบื้องต้นลบ Form User nipaporn ออก"	"เบื้องต้นลบ Form User nipaporn ออก"	1	"Standard"	"3 Days"	Pass	0.00	"16/03/2026"	
"CCH2603004"	0	0	0	"999-Closed"	"CCH"	"CCH_LIVE"	"K. ธีรภัทร"	"24/03/2026"	"15:15"	"แก้ไขปัญหา"	""	"SFC"	"Job Operations"	"Job Operations"	"Standard"	"ต้องการลบขั้นตอนที่ 21 ออกไม่ทราบว่ามันติดอะไรถึงไม่ยอมให้ลบ"	"Knowledge"	""	"มีการรายงานผลของชั่วโมงอยู่ที่ 0.333 แต่ว่ามีการรายงานถอยของจำนวนชั่วโมงอยู่ที่ -0.330"	"ถอยของจำนวนชั่วโมง 0.003 เพื่อให้ครบ 0.333"	""	"WI"	"24/03/2026"	"30/03/2026"	"J3"	"27/03/2026"	"1024"	3	""	"sa"	"Standard"	""	""	"MAIL"	"24/03/2026"	"WI"	"16:15"	""	"ถอยของจำนวนชั่วโมง 0.003 เพื่อให้ครบ 0.333"	"ถอยของจำนวนชั่วโมง 0.003 เพื่อให้ครบ 0.333"	3	"Standard"	"3 Days"	Pass	0.00	"25/03/2026"	
"CCH2604001"	0	0	0	"999-Closed"	"CCH"	"CCH_LIVE"	"K.Khanisorn"	"27/04/2026"	"16:40"	"Ship ไม่ได้ ขึ้น error ดังภาพค่ะ"	""	"CO"	"PPCC_Order Shipping"	"Order Shipping"	"Customized"	"Error Not one Distribution Account where Product Code is (Blank) or Warehouse is MAIN exists for item that has [Item: .]"	"Human Error"	""	"ข้อมูล Line #2 เป็น Non Inventory Item แต่คีย์ Unit Cost"	"แจ้ง User ให้แก้ไข Unit Cost ของ Line #2 เป็น 0 และลองทำ Order Shipping อีกครั้ง"	""	"J3"	"28/04/2026"	"01/05/2026"	"J3"	"29/04/2026"	"2039"	2	""	"sa"	"Standard"	""	""	"MAIL"	"28/04/2026"	"J3"	"11:40"	""	"แจ้ง User ให้แก้ไข Unit Cost ของ Line #2 เป็น 0 และลองทำ Order Shipping อีกครั้ง"	"แจ้ง User ให้แก้ไข Unit Cost ของ Line #2 เป็น 0 และลองทำ Order Shipping อีกครั้ง"	2	"Standard"	"3 Days"	Pass	0.00	"28/04/2026"	
"CCH2605001"	0	0	0	"999-Closed"	"CCH"	"CCH_LIVE"	"K.Pornnipa"	"11/05/2026"	"11:30"	"inv.consolidated invoice generation ไม่ได้ค่ะ"	""	"DO"	"Consolidated Invoice Generation"	"Consolidate Invoice Generations"	"Customized"	"รบกวนดู inv.ให้ด้วยนะคะ ทรงเรา consolidated invoice generation ไม่ได้ค่ะ (ฝั่ง CCH) นะคะ
D6904142  3,500- 245- 3,745.- VAT 7%"	"Human Error"	""	"CO CCH1910076 Line #1 ถูกติ๊ก Invoice Hold อยู่"	"ปลด Invoice Hold ที่หน้าจอ Customer Order Lines ออกแล้วทำรายการใหม่"	""	"J3"	"11/05/2026"	"14/05/2026"	"J3"	"11/05/2026"	"1544"	1	""	"J6"	"Standard"	""	""	"MAIL"	"11/05/2026"	"J6"	"13:15"	""	"ปลด Invoice Hold ที่หน้าจอ Customer Order Lines ออกแล้วทำรายการใหม่"	"ปลด Invoice Hold ที่หน้าจอ Customer Order Lines ออกแล้วทำรายการใหม่"	1	"Standard"	"3 Days"	Pass	0.00	"11/05/2026"	
"CCH2605002"	0	0	0	"999-Closed"	"CCH"	"CCH_LIVE"	"K.Paisan"	"29/05/2026"	"08:40"	"หน้า  PPCC_DeliveryOrders เข้าไม่ได้"	""	"DO"	"PPCC_Delivery Orders"	"Delivery Order"	"Customized"	"ช่วยดู หน้า PPCC_DeliveryOrders ให้ทีครับ เปิด ไม่ได้  เมื่อวาน ผมมีเพิ่ม UET ไป 5 Fields วันนี้มาเปิดไม่ได้ รบกวนด้วยครับ พอดี user จะเปิด บิล"	"Customized Bug By Customer"	""	"UET Uf_dohdr_ReciAmnt ใช้ Data Type money"	"ลบ UET Uf_dohdr_ReciAmnt ออกและสร้างใหม่ด้วยชื่อเดิม เปลี่ยน Data Type เป็น Decimal(23,8)"	""	"J3"	"29/05/2026"	"03/06/2026"	"J3"	"02/06/2026"	"0909"	2	""	"sa"	"Standard"	""	""	"MAIL"	"29/05/2026"	"J3"	"09:30"	""	"ลบ UET Uf_dohdr_ReciAmnt ออกและสร้างใหม่ด้วยชื่อเดิม เปลี่ยน Data Type เป็น Decimal(23,8)"	"ลบ UET Uf_dohdr_ReciAmnt ออกและสร้างใหม่ด้วยชื่อเดิม เปลี่ยน Data Type เป็น Decimal(23,8)"	2	"Standard"	"3 Days"	Pass	0.00	"29/05/2026"	
"CCH2606001"	0	0	0	"010-Open"	"CCH"	"CCH_LIVE"	"K.เปี๊ยก"	"14/06/2026"	"15:25"	"สอบถามครับ Account period บน UAT มันไม่ให้สร้างใหม่ ใช่ไหมครับ"	""	"MAS"	"Account period"	"Account period"	""	"ผมสร้างแล้ว มัน บอก The transaction ended in the tigger. The batch has aborted."	""	""	""	""	""	""	"15/06/2026"	"18/06/2026"	""	""	""		""	"J6"	"Standard"	""	""	"LINE"	"15/06/2026"	"J6"	"09:25"	""	"สร้าง Account period ที่ก้อน C_UAT_EN ระบบจะ replicate ไปให้กับก้อน CCH_UAT,C22_UAT เอง"	"สร้าง Account period ที่ก้อน C_UAT_EN ระบบจะ replicate ไปให้กับก้อน CCH_UAT,C22_UAT เอง"		"Standard"	"3 Days"		0.00	"15/06/2026"	
"CCH2606002"	0	0	0	"999-Closed"	"CCH"	"CCH_LIVE"	"K.Paisan"	"15/06/2026"	"10:00"	"PO Approve Check1 ไม่ไป"	""	"PO"	"PPCC_ApprovePO"	"Approve PO"	"Customized"	"หน้า PPCC_ApprovePO user kridsada2 จะ Approve Check1->Check2  กด Process แล้ว ไม่มี ข้อมูล มาแสดง PO เลขที่ 6906000163 รบกวนช่วย ตรวจสอบ ให้ด้วยครับ"	"Knowledge"	""	"PO 6906000163 ยังเป็น Status Approve = Planned อยู่"	"Approve จาก Planned เป็น Check 1"	""	"J3"	"15/06/2026"	"18/06/2026"	"J3"	"16/06/2026"	"1438"	1	""	"J6"	"Standard"	""	""	"MAIL"	"15/06/2026"	"J6"	"10:15"	""	"Approve จาก Planned เป็น Check 1"	"Approve จาก Planned เป็น Check 1"	1	"Standard"	"3 Days"	Pass	0.00	"15/06/2026"	
"CNI2601001"	0	0	0	"999-Closed"	"CNI"	"CNI_ERP"	"K.ทราย"	"05/01/2026"	"14:25"	"รบกวนช่วยดูชุดนี้ให้หน่อยค่ะเนื่องจากโพสแล้วไม่โชว์ AR ค่ะ"	""	"AR"	"PPCC_Pre-InvoicePostComfirm"	"Pre Invoice"	"Customized"	"รบกวนช่วยดูชุดนี้ให้หน่อยค่ะเนื่องจากโพสแล้วไม่โชว์ AR ค่ะ"	"Knowledge"	""	"DO6811001503 ถูก Post ไปด้วย Invoice INV681223013 แล้ว"	"ให้ User ทำการลบ Invoice INV681222025 แล้วทำใหม่"	""	"J3"	"05/01/2026"	"08/01/2026"	"J3"	"06/01/2026"	"1155"	1	""	"J6"	"Standard"	""	""	"LINE"	"05/01/2026"	"J6"	"14:25"	""	"ให้ User ทำการลบ Invoice INV681222025 แล้วทำใหม่"	"ให้ User ทำการลบ Invoice INV681222025 แล้วทำใหม่"	1	"Standard"	"3 Days"	Pass	0.00	"05/01/2026"	
"CNI2601002"	0	0	0	"999-Closed"	"CNI"	"CNI_ERP"	"K.Ple"	"07/01/2026"	"09:20"	"รบกวนช่วยตรวจสอบให้ด้วยค่ะ part no, part name  หายไปค่ะ"	""	"PO"	"Purchase Orders Lines"	"Purchase Order Lines"	"Customized"	"รบกวนช่วยตรวจสอบให้ด้วยค่ะ part no, part name  หายไปค่ะ"	"Customized Bug By Customer"	""	""	"แก้ไข part no, part name"	""	"J6"	"07/01/2026"	"12/01/2026"	"J3"	"07/01/2026"	"1640"	1	""	"J6"	"Standard"	""	""	"LINE"	"07/01/2026"	"J6"	"09:20"	""	"แก้ไข part no, part name"	"แก้ไข part no, part name"	1	"Standard"	"3 Days"	Pass	0.00	"07/01/2026"	
"CNI2601003"	0	0	0	"999-Closed"	"CNI"	"CNI_ERP"	"K.Witaya"	"07/01/2026"	"09:25"	"หน้าทำการ ORDER SHIP พอแสกนแล้วเด้งมาให้แสกนอีก ไม่ไปส่วนของแสกนแท็กลูกค้า"	""	"SH"	"PPCC_Order Shipping"	"Order Shipping"	"Customized"	"มีการตัดไปบ้างเเล้วค่ะ ORDER นี้ 15 ตัว เเต่ตัดได้ 5 ตัว พอจะเข้าไปตัดใหม่ ตัดไม่ได้เเล้วค่ะ รหัสลูกค้า 0101 FG300100435 ค่ะ"	"Human Error"	""	"History CO68114119 จำนวน อีก 10 ถูกตัดไปด้วย Picklist P260106010"	"ถอย CO68114119 จำนวน 10 ที่หน้าจอ Order Shipping โดยเลือก transaction date ตามเคสคือ ให้ถอยที่ transaction date วันที่ 06/01 และเลือกถอย lot 260105000000001 จากนั้นทำการ ทำ order shipping pick list ใบใหม่ต่อ"	""	"S21"	"07/01/2026"	"12/01/2026"	"J3"	"07/01/2026"	"1639"	1	""	"J6"	"Standard"	""	""	"LINE"	"07/01/2026"	"J6"	"09:35"	""	"ถอย CO68114119 จำนวน 10 ที่หน้าจอ Order Shipping โดยเลือก transaction date ตามเคสคือ ให้ถอยที่ transaction date วันที่ 06/01 และเลือกถอย lot 260105000000001 จากนั้นทำการ ทำ order shipping pick list ใบใหม่ต่อ"	"ถอย CO68114119 จำนวน 10 ที่หน้าจอ Order Shipping โดยเลือก transaction date ตามเคสคือ ให้ถอยที่ transaction date วันที่ 06/01 และเลือกถอย lot 260105000000001 จากนั้นทำการ ทำ order shipping pick list ใบใหม่ต่อ"	1	"Standard"	"3 Days"	Pass	0.00	"07/01/2026"	
"CNI2601004"	0	0	0	"999-Closed"	"CNI"	"CNI_ERP"	"K.Pimpa"	"07/01/2026"	"11:40"	"รบกวนช่วยตรวจสอบให้หน่อยค่ะ scan ขึ้น tag ไม่ถุกต้อง"	""	"CO"	"Customer Contracts"	"Barcode"	"Customized"	"รบกวนช่วยตรวจสอบให้หน่อยค่ะ scan ขึ้น tag ไม่ถุกต้อง"	"Human Error"	""	"Item For Tag คีย์ข้อมูลไม่ตรงกับ Cust Item ที่ Cust Doc"	"แจ้ง User ให้แก้ไข Item For Tag ให้ตรงกับ Cust Doc. และแก้ไข Cust Item ที่ Tag"	""	"S21"	"07/01/2026"	"12/01/2026"	"J3"	"07/01/2026"	"1638"	1	""	"J6"	"Standard"	""	""	"LINE"	"07/01/2026"	"J6"	"11:45"	""	"แจ้ง User ให้แก้ไข Item For Tag ให้ตรงกับ Cust Doc. และแก้ไข Cust Item ที่ Tag"	"แจ้ง User ให้แก้ไข Item For Tag ให้ตรงกับ Cust Doc. และแก้ไข Cust Item ที่ Tag"	1	"Standard"	"3 Days"	Pass	0.00	"07/01/2026"	
"CNI2601005"	0	0	0	"999-Closed"	"CNI"	"CNI_ERP"	"K.Monthakan"	"08/01/2026"	"10:15"	"รบกวนดู Journal Entries เล่ม SL Dist ให้หน่อยค่ะ โน๊ตออกไม่ครบทุกหน้าค่ะ"	""	"GL"	"PPCC_Journal Voucher Listing Report"	"Journal Voucher Report List"	"Localized"	"รบกวนดู Journal Entries เล่ม SL Dist ให้หน่อยค่ะ โน๊ตออกไม่ครบทุกหน้าค่ะ"	"PPCC Localized"	""	"Ref เดียวกัน แต่มี Control Number ลง 1 กับ 2"	"แก้ไขโค้ดรายงาน ให้ดึง Note ตาม Ref"	""	"J3"	"08/01/2026"	"13/01/2026"	"J3"	"08/01/2026"	"1132"	1	""	"J6"	"Standard"	""	""	"MAIL"	"08/01/2026"	"J6"	"10:15"	""	"แก้ไขโค้ดรายงาน ให้ดึง Note ตาม Ref"	"แก้ไขโค้ดรายงาน ให้ดึง Note ตาม Ref"	1	"Standard"	"3 Days"	Pass	0.00	"08/01/2026"	
